purchase_value,user_lifetime_event_count,unique_session_count_cumulative_y,user_lifetime_purchase_count,days_since_previous_purchase,q1_purchase,q2_purchase,q3_purchase,mean_discounted_proportion,purchase_repeat_product%,fb_session,email_session,purchase_session_duration,product_id_count,cumulative_product_id_count,repeated_purchase_in_60d,weekend_purchase,mac_purchase,iphone_purchase,mobile_purchase
137700,133,15,3,30,True,False,False,0,0,False,False,751,8,25,0,0,False,False,False
93200,192,15,4,205,False,False,False,0,0,False,False,425,5,5,0,0,False,False,False
85600,207,15,5,97,True,False,False,0,0,False,False,273,5,5,0,0,False,False,False
109400,37,5,1,999,False,True,False,0,0,False,False,190,5,5,0,1,False,True,False
379000,27,52,1,999,True,False,False,0,0,False,False,3185,4,4,1,0,False,True,False
125500,45,52,2,7,True,False,False,0,0,False,False,236,1,1,1,0,False,True,False
63400,66,52,3,12,True,False,False,0,0,False,False,531,3,3,0,0,False,True,False
11400,111,52,4,85,False,True,False,0,1,False,False,716,1,1,1,0,False,True,False
185000,163,52,5,17,False,True,False,0,0,False,False,941,1,2,1,0,False,True,False
128300,194,52,6,7,False,True,False,1,0,False,False,444,2,2,1,0,False,True,False
44500,260,52,7,47,False,False,True,0,0,False,False,139,3,3,0,1,False,True,False
100200,270,52,8,145,False,False,False,0,0,False,False,302,3,3,0,0,False,True,False
190000,278,52,9,67,True,False,False,0,0,False,False,761,1,1,1,0,False,True,False
40200,295,52,10,45,True,False,False,0,1,False,False,369,3,3,1,0,False,True,False
26500,7,1,1,999,True,False,False,0,0,False,False,506,1,1,0,0,False,True,False
211000,35,13,1,999,True,False,False,0,0,False,False,478,2,2,1,0,False,True,False
216000,106,59,1,999,True,False,False,0,0,False,False,10063,11,11,0,0,True,False,False
230200,229,59,2,151,False,True,False,0,0,False,False,2149,6,6,1,1,False,True,False
315000,314,59,3,27,False,False,True,0,0,False,False,7498,8,8,0,0,True,False,False
333100,601,59,4,67,False,False,True,0,0,False,True,8050,10,18,0,0,True,False,False
261100,669,59,5,101,False,False,False,0,0,False,False,1266,5,5,1,1,False,True,False
133800,694,59,6,33,True,False,False,0,1,False,False,964,4,4,1,0,True,False,False
292500,704,59,7,19,True,False,False,0,0,False,False,102,6,6,1,0,False,True,False
213300,717,59,8,31,True,False,False,0,1,False,False,243,3,7,1,1,True,False,False
26200,121,28,1,999,True,False,False,0,0,False,False,1845,2,2,0,0,True,False,False
73500,165,28,2,66,False,True,False,0,0,False,False,443,5,5,0,1,False,True,False
43950,8,7,1,999,True,False,False,0,0,False,False,0,4,4,1,0,False,False,False
142400,19,7,2,55,True,False,False,0,0,False,False,1868,7,7,1,0,False,False,False
83300,6,2,1,999,False,False,False,0,0,False,False,1558,3,3,0,0,False,False,False
119390,13,5,1,999,True,False,False,0,0,False,False,2064,7,7,1,0,False,True,False
112300,33,5,2,39,True,False,False,0,0,False,False,1064,7,7,1,1,False,True,False
112300,37,5,3,0,True,False,False,0,0,False,False,1064,7,14,1,1,False,True,False
243888,12,2,1,999,True,False,False,0,0,False,False,2119,6,6,0,0,False,True,False
38700,5,5,1,999,True,False,False,0,0,False,False,3706,2,2,1,0,False,True,False
32500,24,5,2,47,False,True,False,0,1,False,False,2611,1,1,0,0,False,True,False
457600,30,1,1,999,True,False,False,0,0,False,False,1884,7,7,0,0,False,True,False
149100,19,1,1,999,False,True,False,0,0,False,False,2685,8,8,1,0,True,False,False
150000,32,2,1,999,True,False,False,0,0,False,False,707,1,1,0,1,False,False,False
99700,37,2,1,999,True,False,False,0,0,False,False,1228,7,7,0,0,False,False,False
38000,12,18,1,999,True,False,False,1,1,False,False,237,4,4,1,0,False,True,False
339900,101,18,2,12,True,False,False,0,0,False,False,169,22,22,1,1,False,True,False
124800,152,18,3,20,True,False,False,0,0,False,False,1235,9,9,1,1,True,False,False
157900,177,18,4,40,True,False,False,0,0,False,False,749,10,10,1,0,False,True,False
143200,199,18,5,0,True,False,False,0,0,False,False,211,9,19,1,0,False,True,False
134000,240,18,6,20,False,True,False,0,1,False,False,2432,9,9,1,0,False,True,False
186900,267,18,7,43,False,True,False,0,0,False,True,650,10,10,1,1,True,False,False
101700,291,18,8,20,False,True,False,0,0,False,False,442,7,7,1,1,True,False,False
210300,327,18,9,22,False,False,True,0,0,False,False,707,11,11,0,1,False,True,False
33700,5,10,1,999,True,False,False,0,0,False,False,1524,1,1,1,0,False,True,False
67400,13,10,2,9,True,False,False,0,1,False,False,310,1,2,1,0,False,True,False
123650,21,10,3,14,True,False,False,0,0,False,False,717,5,7,1,0,False,True,False
484300,4,1,1,999,False,False,False,0,0,False,False,1520,8,8,0,1,False,False,False
112600,23,1,1,999,False,True,False,0,0,False,False,1579,6,6,0,0,False,False,False
530000,57,26,1,999,True,False,False,0,0,False,False,2498,20,20,1,0,False,True,False
462400,135,26,2,19,True,False,False,0,0,False,False,427,13,13,1,0,False,False,False
393600,181,26,3,18,False,True,False,0,0,False,False,802,13,26,1,0,False,False,False
68400,192,26,4,1,False,True,False,0,1,False,False,202,1,27,1,0,False,False,False
495100,230,26,5,15,False,True,False,0,0,False,False,2443,16,43,1,0,False,False,False
480100,273,26,6,0,False,True,False,0,0,False,False,2015,16,59,1,0,False,False,False
111100,292,26,7,6,False,True,False,0,0,False,False,281,2,2,1,0,True,False,False
70900,342,26,8,2,False,True,False,0,0,False,False,136,5,7,1,0,True,False,False
562300,379,26,9,7,False,True,False,0,0,False,False,287,20,79,1,1,False,False,False
134600,393,26,10,7,False,True,False,0,1,False,False,268,5,84,0,1,False,False,False
40100,8,2,1,999,False,False,True,0,0,False,False,1008,3,3,0,0,False,False,False
30700,5,1,1,999,False,True,False,1,0,False,False,717,2,2,1,1,False,True,False
30700,9,1,2,0,False,True,False,1,0,False,False,717,2,4,1,1,False,True,False
76348,52,1,1,999,False,False,True,0,0,False,False,7608,6,6,0,0,False,False,False
86700,4,9,1,999,False,False,False,0,0,False,False,336,3,3,0,0,True,False,False
189300,22,9,2,110,True,False,False,0,0,False,False,1559,7,7,0,0,True,False,False
99900,8,3,1,999,False,False,False,0,0,False,False,589,5,5,1,0,False,False,False
80000,13,3,2,13,False,False,False,0,1,False,False,1598,3,8,1,0,False,False,False
74800,21,3,3,44,True,False,False,0,0,False,False,1712,4,4,0,0,False,False,False
184940,17,18,1,999,True,False,False,0,0,False,False,299,8,8,1,0,False,True,False
184940,35,18,2,0,True,False,False,0,0,False,False,187,8,16,1,0,False,True,False
86000,40,18,3,0,True,False,False,0,0,False,False,187,1,17,0,0,False,True,False
469850,63,18,4,69,False,True,False,0,0,False,False,564,17,17,0,0,False,True,False
512700,89,18,5,64,False,True,False,0,0,False,False,702,9,9,0,0,False,True,False
471100,111,18,6,160,False,False,False,0,0,False,False,1840,12,12,0,0,False,True,False
171700,121,18,7,115,True,False,False,0,1,False,False,146,6,6,1,0,False,True,False
94990,38,6,1,999,False,False,True,0,0,False,False,1376,1,1,0,0,True,False,False
56300,3,3,1,999,False,False,False,0,0,False,False,1577,3,3,1,1,False,True,False
96700,13,3,2,20,False,False,False,0,0,False,False,1306,3,3,0,1,False,True,False
103700,6,1,1,999,True,False,False,0,0,False,False,1920,5,5,0,0,False,False,False
53500,22,4,1,999,True,False,False,0,0,False,False,1212,3,3,0,0,True,False,False
49300,11,6,1,999,True,False,False,0,1,False,False,278,2,2,1,0,False,True,False
65500,26,6,2,19,True,False,False,0,0,False,False,244,4,4,0,0,False,True,False
127500,60,6,3,73,False,True,False,0,0,False,False,1934,6,6,1,1,False,True,False
74300,83,6,4,10,False,True,False,0,0,False,False,41,4,4,0,0,False,True,False
52000,21,2,1,999,False,True,False,0,0,False,False,3550,3,3,0,1,False,True,False
19900,12,68,1,999,False,False,False,0,0,False,True,4800,2,2,1,0,True,False,False
22000,52,68,2,0,False,False,False,0,0,False,True,769,2,4,1,0,True,False,False
10400,109,68,3,5,False,False,False,0,0,False,True,6022,2,6,0,0,True,False,False
86700,16,9,1,999,True,False,False,0,0,False,False,673,4,4,0,1,False,True,False
120000,15,27,1,999,True,False,False,0,0,False,False,264,6,6,1,1,False,False,False
66300,21,27,2,0,True,False,False,0,0,False,False,99,2,8,1,1,False,False,False
63900,26,27,3,1,True,False,False,0,0,False,False,55,2,10,1,0,False,False,False
143000,37,27,4,15,True,False,False,0,1,False,False,103,7,17,1,0,False,False,False
158400,49,27,5,39,True,False,False,0,0,False,False,542,9,9,1,1,False,False,False
167000,80,27,6,18,False,True,False,0,0,False,False,639,8,17,1,0,False,False,False
179800,100,27,7,26,False,True,False,0,0,False,False,505,8,25,1,0,False,False,False
143800,133,27,8,48,False,True,False,0,0,False,False,450,6,31,0,0,False,False,False
96800,139,27,9,114,False,False,False,0,0,False,False,219,4,4,1,0,False,False,False
89600,141,27,10,7,False,False,False,0,0,False,False,100,3,7,1,0,False,False,False
154500,153,27,11,5,False,False,False,0,0,False,False,180,8,15,1,0,False,False,False
120400,155,27,12,26,False,False,False,0,1,False,False,163,6,21,0,0,False,False,False
104000,163,27,13,113,True,False,False,0,1,False,False,489,5,26,1,0,False,False,False
134500,47,114,1,999,True,False,False,0,0,False,False,989,6,6,1,0,False,False,False
70800,181,114,2,19,True,False,False,0,0,False,False,1660,6,12,1,0,False,False,False
108100,212,114,3,1,True,False,False,0,0,False,False,1327,3,15,1,0,False,False,False
80100,337,114,4,25,True,False,False,0,0,False,False,704,3,18,1,0,False,False,False
80100,345,114,5,0,True,False,False,0,1,False,False,258,3,21,1,0,False,False,False
75700,443,114,6,23,True,False,False,0,0,False,False,5793,3,3,1,0,False,False,False
58400,530,114,7,25,False,True,False,1,1,False,False,1554,2,5,1,0,False,False,False
45100,648,114,8,27,False,True,False,0,1,False,False,7290,3,8,1,0,False,False,False
68500,732,114,9,21,False,True,False,0,0,False,False,2691,4,4,1,0,False,False,False
60700,746,114,10,0,False,True,False,0,0,False,False,2691,4,8,0,0,False,False,False
41000,1050,114,11,83,False,False,True,0,0,False,False,4277,1,9,0,0,False,False,False
88100,6,3,1,999,True,False,False,0,0,False,False,681,2,2,0,0,False,True,False
74700,4,4,1,999,True,False,False,0,0,False,False,199,1,1,1,0,False,True,False
37800,11,4,2,28,True,False,False,0,1,False,False,303,1,1,0,0,False,True,False
52100,18,4,3,72,False,True,False,1,0,False,True,256,2,2,0,0,False,True,False
38400,14,5,1,999,False,False,True,0,0,False,False,467,1,1,0,1,False,False,False
24700,19,2,1,999,True,False,False,0,0,False,False,543,2,2,0,1,False,True,False
59300,15,1,1,999,False,False,True,0,0,False,False,476,4,4,0,0,True,False,False
145600,45,37,1,999,True,False,False,0,0,False,False,2139,4,4,1,1,False,False,False
130200,91,37,2,20,True,False,False,0,1,False,False,807,4,4,1,1,False,False,False
124000,114,37,3,27,True,False,False,0,0,False,True,408,3,3,1,1,False,False,False
235000,157,37,4,34,False,True,False,0,0,False,False,1538,10,10,1,0,False,False,False
191100,173,37,5,28,False,True,False,0,0,False,False,896,8,8,1,0,False,False,False
219200,231,37,6,32,False,True,False,0,0,False,False,1605,9,9,0,0,False,False,False
370200,290,37,7,92,False,False,True,0,0,False,False,2602,12,12,1,0,False,False,False
370200,291,37,8,0,False,False,True,0,0,False,False,2602,12,24,0,0,False,False,False
285800,322,37,9,84,False,False,False,0,0,False,False,1632,8,8,1,0,False,False,False
223200,348,37,10,36,True,False,False,0,0,False,False,753,7,7,0,1,False,False,False
280900,56,15,1,999,False,False,False,0,0,False,False,689,12,12,1,1,False,True,False
353100,78,15,2,29,False,False,False,0,0,False,False,1,12,12,1,0,False,False,False
200400,90,15,3,30,True,False,False,0,0,False,False,2411,7,7,0,0,False,True,False
191700,59,5,1,999,True,False,False,0,0,False,False,2029,7,7,0,0,False,False,False
157000,110,5,2,134,False,True,False,0,0,False,False,833,6,13,0,0,False,False,False
98900,10,4,1,999,True,False,False,0,0,False,False,1227,5,5,0,0,False,False,False
37800,5,1,1,999,False,False,False,0,0,False,False,222,1,1,0,0,True,False,False
126100,15,37,1,999,True,False,False,0,0,False,False,1527,8,8,1,0,False,True,False
63400,32,37,2,21,True,False,False,0,0,False,False,308,3,3,1,0,False,True,False
107900,50,37,3,16,False,True,False,0,0,False,False,2950,6,6,1,0,False,True,False
108200,68,37,4,6,False,True,False,0,1,False,False,2515,5,5,1,0,False,True,False
76000,83,37,5,4,False,True,False,0,0,False,False,921,4,9,1,1,False,True,False
112900,93,37,6,2,False,True,False,0,0,False,False,85,4,13,1,0,False,True,False
69000,104,37,7,9,False,True,False,0,1,False,False,205,3,3,1,0,False,True,False
160000,132,37,8,55,False,True,False,0,0,False,False,907,8,8,1,0,False,True,False
141400,146,37,9,39,False,False,True,0,0,False,False,1779,8,8,1,0,False,True,False
142650,176,37,10,24,False,False,True,0,1,False,False,127,7,7,1,0,False,True,False
105400,181,37,11,46,False,False,False,0,0,False,False,599,5,5,0,0,False,True,False
183650,196,37,12,65,False,False,False,0,0,False,False,2083,9,9,1,0,False,True,False
141950,208,37,13,24,True,False,False,0,1,False,False,1221,6,15,1,1,False,True,False
25800,214,37,14,7,True,False,False,0,0,False,False,253,2,2,1,0,False,True,False
108808,223,37,15,21,True,False,False,0,0,False,False,1440,4,6,1,0,False,True,False
97100,232,37,16,7,True,False,False,0,0,False,False,1087,5,11,0,0,False,True,False
300000,10,3,1,999,True,False,False,0,0,False,False,471,1,1,0,0,False,True,False
150000,25,6,1,999,True,False,False,0,0,False,False,3030,1,1,0,1,True,False,False
54500,19,117,1,999,True,False,False,0,1,False,False,79,2,2,1,0,False,True,False
36000,44,117,2,2,True,False,False,1,1,False,False,262,1,3,1,0,False,True,False
58300,69,117,3,7,True,False,False,0,0,False,False,398,3,6,1,0,False,True,False
58300,90,117,4,0,True,False,False,0,1,False,False,449,3,3,1,0,False,True,False
54500,106,117,5,4,True,False,False,1,1,False,False,109,2,8,1,0,False,True,False
54500,152,117,6,11,False,True,False,0,1,False,False,46,2,10,1,1,False,True,False
48500,172,117,7,6,False,True,False,0,1,False,False,2462,2,12,1,1,False,True,False
48500,197,117,8,4,False,True,False,0,1,False,False,1047,2,14,1,0,False,True,False
30500,228,117,9,10,False,True,False,0,0,False,False,115,2,16,1,1,False,True,False
76200,243,117,10,9,False,True,False,0,1,False,False,1863,3,19,1,0,False,True,False
67500,251,117,11,21,False,True,False,1,0,False,False,1481,2,2,1,0,False,True,False
56400,261,117,12,8,False,True,False,0,1,False,False,84,2,4,1,0,False,True,False
61500,276,117,13,13,False,True,False,0,0,False,False,1303,2,21,1,0,False,True,False
105800,314,117,14,49,False,False,True,0,0,False,False,158,4,4,1,0,False,True,False
98600,333,117,15,11,False,False,True,0,0,False,False,253,5,5,0,0,False,True,False
88200,361,117,16,105,False,False,False,0,0,False,False,356,3,3,1,0,False,True,False
88200,369,117,17,7,False,False,False,0,1,False,False,468,3,6,1,0,False,True,False
102600,379,117,18,28,True,False,False,0,1,False,False,120,2,2,1,0,False,True,False
102600,386,117,19,0,True,False,False,0,1,False,False,456,2,2,1,0,False,True,False
72000,394,117,20,13,True,False,False,0,1,False,False,1116,1,1,1,0,False,True,False
146400,407,117,21,3,True,False,False,0,0,False,False,384,3,3,1,1,False,True,False
111600,414,117,22,11,True,False,False,0,1,False,False,77,2,2,1,0,False,True,False
82000,427,117,23,13,True,False,False,0,0,False,False,381,3,3,1,0,False,True,False
72000,437,117,24,5,True,False,False,0,0,False,False,923,1,1,1,0,False,True,False
54000,448,117,25,9,True,False,False,0,1,False,False,729,1,1,1,0,False,True,False
54000,452,117,26,6,True,False,False,0,1,False,False,304,1,1,1,0,False,True,False
85200,460,117,27,11,True,False,False,0,0,False,False,728,2,3,1,0,False,True,False
75600,466,117,28,7,False,True,False,0,1,False,False,785,2,2,1,0,False,True,False
102000,14,1,1,999,True,False,False,0,0,False,False,2017,6,6,0,0,True,False,False
135354,295,4,1,999,False,False,True,0,0,False,False,7672,10,10,1,0,False,False,False
129904,347,4,2,7,False,False,True,0,0,False,False,1387,5,5,0,0,False,False,False
118700,387,4,3,94,False,False,False,0,0,False,False,1553,5,5,1,0,False,False,False
119500,436,4,4,34,False,False,False,0,0,False,False,1491,8,8,0,0,False,False,False
36600,7,5,1,999,False,True,False,1,0,False,False,6772,1,1,1,0,False,False,False
27500,71,5,2,13,False,True,False,0,0,False,False,336,2,3,0,0,False,False,False
56800,91,5,3,246,True,False,False,0,0,False,False,406,4,4,0,0,False,True,False
176850,123,5,1,999,False,True,False,0,0,False,False,4040,10,10,0,0,True,False,False
64800,131,5,2,264,True,False,False,0,0,False,False,3530,2,2,0,0,False,True,False
24300,7,1,1,999,True,False,False,0,0,False,False,4296,2,2,0,0,False,False,False
200700,85,2,1,999,True,False,False,0,0,False,False,1968,10,10,0,0,False,False,False
55700,87,22,1,999,True,False,False,0,0,False,False,788,4,4,1,0,False,False,False
59500,175,22,2,18,True,False,False,0,0,False,False,4018,4,8,0,0,False,False,False
31600,13,22,1,999,True,False,False,0,1,False,False,3507,1,1,0,0,False,True,False
41400,33,22,2,65,False,True,False,0,0,False,False,269,2,2,1,0,False,True,False
60500,50,22,3,25,False,True,False,0,0,False,False,340,4,4,1,0,False,True,False
113100,63,22,4,12,False,True,False,0,0,False,False,320,7,7,1,0,False,True,False
104900,81,22,5,55,False,False,True,0,0,False,False,450,3,3,1,1,False,True,False
104900,86,22,6,0,False,False,True,0,1,False,False,32,3,6,0,1,False,True,False
59800,115,22,7,92,False,False,False,0,0,False,False,428,3,3,1,0,False,True,False
48000,123,22,8,2,False,False,False,0,1,False,False,560,2,2,1,0,False,True,False
92100,142,22,9,2,False,False,False,0,0,False,False,617,6,12,1,1,False,True,False
48000,154,22,10,6,False,False,False,0,1,False,False,522,2,2,1,1,False,True,False
58200,166,22,11,5,False,False,False,0,1,False,False,281,2,4,1,0,False,True,False
111500,175,22,12,7,False,False,False,0,0,False,False,517,4,4,1,0,False,True,False
174400,191,22,13,33,False,False,False,0,0,False,False,986,5,5,1,0,False,True,False
73800,199,22,14,38,True,False,False,0,0,False,False,471,2,2,1,0,False,True,False
35000,208,22,15,14,True,False,False,0,1,False,False,358,1,13,1,0,False,True,False
107900,214,302,1,999,True,False,False,1,0,False,False,2630,7,7,1,0,False,False,False
93100,766,302,2,21,True,False,False,0,0,False,False,3193,3,3,1,1,False,False,False
166870,929,302,3,9,False,True,False,0,0,False,True,97,5,12,1,0,False,False,False
73900,1046,302,4,27,False,True,False,0,0,False,False,1607,4,4,0,0,False,False,False
148300,1253,302,5,207,False,False,False,0,0,False,False,376,7,7,1,0,False,False,False
120300,1276,302,6,27,False,False,False,0,0,False,True,2864,3,10,1,0,False,False,False
71600,1290,302,7,18,True,False,False,0,0,False,True,954,2,12,1,0,False,False,False
126300,1307,302,8,4,True,False,False,0,0,False,False,734,5,5,1,1,False,False,False
162350,1329,302,9,4,True,False,False,1,0,False,False,4742,4,16,1,0,False,False,False
129600,1392,302,10,21,True,False,False,0,0,False,False,2389,5,21,1,0,False,False,False
90000,1413,302,11,5,True,False,False,0,0,False,False,6,1,1,1,0,False,False,False
26600,23,1,1,999,True,False,False,0,0,False,False,1691,3,3,0,1,False,True,False
118650,44,2,1,999,False,True,False,0,0,False,False,2010,9,9,0,0,True,False,False
57100,48,6,1,999,False,True,False,0,0,False,False,1405,2,2,0,1,False,True,False
245600,32,9,1,999,True,False,False,0,0,False,False,423,4,4,0,0,False,True,False
111500,66,9,2,164,False,True,False,0,0,False,False,2215,5,5,1,0,False,True,False
144500,94,9,3,26,False,False,True,0,0,False,True,1765,8,8,0,0,False,True,False
55300,101,9,4,148,False,False,False,0,0,False,False,2139,3,3,1,0,False,True,False
36800,103,9,5,0,False,False,False,0,0,False,False,2139,2,5,0,0,False,True,False
77000,19,2,1,999,False,False,True,0,0,False,False,780,1,1,0,0,False,False,False
84300,25,2,2,174,True,False,False,0,0,False,False,1016,2,2,0,0,False,False,False
32600,17,8,1,999,False,True,False,0,0,False,False,378,1,1,1,0,False,True,False
119500,80,8,2,27,False,True,False,0,0,False,False,743,6,6,0,0,False,True,False
217300,57,4,1,999,False,True,False,0,0,False,False,2047,8,8,0,0,False,True,False
158800,23,4,1,999,True,False,False,0,0,False,False,1770,6,6,1,0,False,True,False
194000,36,4,2,0,True,False,False,0,0,False,False,1770,6,12,1,0,False,True,False
231300,53,4,3,0,True,False,False,0,0,False,False,1770,7,19,0,0,False,True,False
16500,6,6,1,999,True,False,False,0,0,False,False,2612,1,1,1,1,False,True,False
31500,45,6,2,14,False,True,False,0,0,False,False,1834,3,3,0,1,False,True,False
134800,20,35,1,999,True,False,False,0,0,False,False,670,2,2,1,0,False,False,False
140000,39,35,2,38,True,False,False,1,0,False,True,335,2,2,1,1,False,True,False
162700,73,35,3,53,False,True,False,0,1,False,False,2198,3,5,1,0,False,False,False
162700,87,35,4,0,False,True,False,0,0,False,False,196,3,3,1,0,False,True,False
117000,169,35,5,41,False,True,False,0,0,False,True,1760,2,7,0,0,False,False,False
102000,177,35,6,74,False,False,True,0,1,False,True,736,1,1,0,0,False,False,False
66300,240,35,7,107,False,False,False,0,0,False,False,3539,6,6,1,0,False,True,False
66300,242,35,8,0,False,False,False,0,0,False,False,3539,6,12,1,0,False,True,False
53600,249,35,9,48,True,False,False,0,0,False,False,2133,4,4,0,0,False,True,False
31600,8,12,1,999,False,False,False,0,0,False,True,1540,1,1,1,0,False,False,False
31600,13,12,2,34,False,False,False,0,1,False,False,70,1,1,1,0,False,False,False
31600,18,12,3,30,True,False,False,0,1,False,False,57,1,1,1,0,False,False,False
31600,23,12,4,31,True,False,False,0,1,False,False,1,1,1,1,0,False,False,False
52100,38,12,5,34,True,False,False,0,0,False,False,248,2,3,1,1,False,False,False
250500,55,48,1,999,True,False,False,0,0,False,False,226,11,11,1,0,False,True,False
43000,85,48,2,9,True,False,False,0,0,False,False,809,2,2,1,1,False,True,False
301200,152,48,3,46,False,True,False,0,0,False,False,2573,14,14,0,0,False,True,False
138300,195,48,4,119,False,False,True,1,0,False,True,2698,6,6,1,0,False,True,False
32500,208,48,5,0,False,False,True,1,0,False,True,2698,1,7,0,0,False,True,False
65500,232,48,6,76,False,False,False,0,0,False,False,736,2,2,1,0,False,True,False
39000,235,48,7,0,False,False,False,0,0,False,False,736,1,3,1,0,False,True,False
246200,240,48,8,15,False,False,False,0,0,False,False,415,2,2,1,0,False,True,False
60400,247,48,9,48,True,False,False,0,1,False,False,347,2,2,1,0,False,True,False
60400,250,48,10,0,True,False,False,0,1,False,False,398,2,2,1,0,False,True,False
284800,267,48,11,28,True,False,False,0,0,False,False,1048,11,11,1,0,False,True,False
284800,268,48,12,0,True,False,False,0,0,False,False,1048,11,22,1,0,False,True,False
263500,269,48,13,0,True,False,False,0,0,False,False,1048,10,32,1,0,False,True,False
170300,291,48,14,47,False,True,False,0,0,False,False,3857,7,7,1,0,False,True,False
146200,157,12,1,999,True,False,False,0,0,False,False,3001,7,7,1,1,True,False,False
207700,241,12,2,43,False,True,False,0,0,False,False,1302,9,9,0,0,True,False,False
265100,328,12,3,155,False,False,True,0,0,False,False,2485,12,12,0,0,True,False,False
70400,5,1,1,999,True,False,False,0,0,False,False,200,2,2,0,0,False,True,False
159900,70,4,1,999,True,False,False,0,0,False,False,987,6,6,1,1,False,True,False
102900,101,4,2,18,False,True,False,0,0,False,False,1185,4,4,0,0,False,False,False
187250,162,4,3,77,False,True,False,0,0,False,False,2485,4,4,0,0,False,False,False
73900,13,95,1,999,True,False,False,0,0,False,False,4768,3,3,1,0,False,False,False
82300,80,95,2,4,True,False,False,0,0,False,False,467,4,4,1,0,False,False,False
40500,90,95,3,3,True,False,False,0,1,False,False,354,2,6,1,0,False,False,False
33500,111,95,4,8,True,False,False,0,1,False,False,541,2,8,1,1,False,False,False
61600,131,95,5,3,True,False,False,0,0,False,False,1194,4,12,1,0,False,False,False
36800,141,95,6,12,True,False,False,0,0,False,False,1396,2,2,1,0,False,False,False
29800,233,95,7,4,True,False,False,0,1,False,False,220,2,14,1,1,False,False,False
41600,255,95,8,6,True,False,False,0,1,False,False,623,3,17,1,1,False,False,False
42300,295,95,9,41,True,False,False,0,1,False,False,322,3,20,1,1,False,False,False
37600,307,95,10,2,False,True,False,0,1,False,False,214,2,22,1,0,False,False,False
23600,318,95,11,6,False,True,False,0,1,False,False,323,1,1,1,0,False,False,False
14000,330,95,12,4,False,True,False,0,0,False,False,285,1,23,1,0,False,False,False
42300,343,95,13,2,False,True,False,0,1,False,False,332,3,26,1,0,False,False,False
48100,356,95,14,9,False,True,False,0,0,False,False,267,3,29,1,0,False,False,False
17500,374,95,15,8,False,True,False,0,1,False,False,578,1,30,1,0,False,False,False
32300,384,95,16,3,False,True,False,0,1,False,False,222,2,32,1,0,False,False,False
32300,402,95,17,16,False,True,False,0,1,False,False,265,2,34,1,0,False,False,False
32300,417,95,18,7,False,True,False,0,1,False,False,300,2,36,1,0,False,False,False
17500,427,95,19,12,False,True,False,0,1,False,False,136,1,37,1,0,False,False,False
30000,449,95,20,5,False,True,False,0,1,False,False,319,2,39,1,0,False,False,False
30000,450,95,21,0,False,True,False,0,1,False,False,319,2,41,1,0,False,False,False
46200,518,95,22,30,False,False,True,0,1,False,False,769,3,44,1,0,False,False,False
21200,526,95,23,2,False,False,True,0,1,False,False,293,1,45,1,1,False,False,False
36000,537,95,24,8,False,False,True,0,0,False,False,359,2,47,1,0,False,False,False
33700,546,95,25,2,False,False,True,0,0,False,False,226,2,3,1,0,False,False,False
25400,558,95,26,28,False,False,True,0,1,False,False,61,2,49,1,0,False,False,False
28100,568,95,27,8,False,False,True,0,1,False,False,84,2,51,1,0,False,False,False
25400,580,95,28,5,False,False,True,0,1,False,False,386,2,53,1,0,False,False,False
17500,588,95,29,18,False,False,True,0,1,False,False,196,1,4,1,0,False,False,False
14800,592,95,30,4,False,False,False,0,1,False,False,214,1,54,0,0,False,False,False
13800,598,95,31,71,False,False,False,0,1,False,False,91,1,1,1,1,False,False,False
13800,611,95,32,35,True,False,False,0,1,False,False,68,1,1,1,0,False,False,False
49800,617,95,33,8,True,False,False,0,0,False,False,405,2,3,1,0,False,False,False
17500,621,95,34,1,True,False,False,0,1,False,False,159,1,4,1,0,False,False,False
14800,626,95,35,17,True,False,False,0,1,False,False,106,1,5,1,1,False,False,False
29200,634,95,36,23,True,False,False,1,0,False,False,118,1,6,1,0,False,False,False
15800,637,95,37,7,True,False,False,0,1,False,False,58,1,7,1,0,False,False,False
15800,638,95,38,1,True,False,False,0,1,False,False,0,1,8,1,0,False,False,False
15800,641,95,39,7,True,False,False,0,1,False,False,169,1,9,1,0,False,False,False
15800,644,95,40,4,False,True,False,0,1,False,False,63,1,10,1,0,False,False,False
15800,647,95,41,5,False,True,False,0,1,False,False,177,1,11,1,0,False,False,False
15800,649,95,42,1,False,True,False,0,1,False,False,0,1,12,1,0,False,False,False
15800,652,95,43,4,False,True,False,0,1,False,False,35,1,13,1,1,False,False,False
200600,16,1,1,999,False,False,False,0,0,False,False,4697,8,8,0,0,False,True,False
36850,15,11,1,999,False,True,False,0,0,False,False,1429,2,2,1,0,True,False,False
363300,39,11,2,28,False,True,False,0,0,False,False,515,7,7,1,0,True,False,False
93500,49,11,3,1,False,True,False,0,0,False,False,134,4,11,1,0,True,False,False
188900,76,11,4,41,False,False,True,0,0,False,False,430,4,15,0,0,True,False,False
183800,81,11,5,195,True,False,False,0,1,False,False,71,4,4,1,0,False,True,False
206500,92,11,6,10,True,False,False,0,0,False,False,34,7,7,0,1,False,True,False
228900,199,36,1,999,False,False,True,0,0,False,False,454,7,7,0,0,False,False,False
217200,248,36,2,109,False,False,False,0,0,False,False,1558,8,15,0,0,False,False,False
237800,263,36,3,73,True,False,False,1,0,False,True,615,7,7,0,0,False,True,False
